site_name,url,bias_rating,factual_reporting_rating
Act.TV,www.act.tv,-26,HIGH
Acting Man,www.acting-man.com,24,MIXED
Acting Man,acting-man.co.uk,24,MIXED
Addicting Info,www.addictinginfo.com,-25,MIXED
Addicting Info,addictinginfo.co.uk,-25,MIXED
Advocate,www.advocate.com,-22,HIGH
Advocate,advocate.co.uk,-22,HIGH
Aeon,www.aeon.co,-10,HIGH
Affinity Magazine,www.affinitymagazine.us,-15,MIXED
AFP (Agence France Presse),www.afp.com,-5,HIGH
AFP (Agence France Presse),afp.co.uk,-5,HIGH
Africa News,www.africanews.com,-2,HIGH
Africa News,africanews.co.uk,-2,HIGH
African Arguments,www.africanarguments.org,-12,HIGH
Against Crony Capitialism,www.ac2news.com,24,MIXED
Against Crony Capitialism,ac2news.co.uk,24,MIXED
Agerpres,www.agerpres.ro,-1,HIGH
Ahram Online,www.english.ahram.org.eg,-2,HIGH
Airwars,www.airwars.org,-1,HIGH
Akkadian Times,www.akkadiantimes.com,-22,HIGH
Akkadian Times,akkadiantimes.co.uk,-22,HIGH
Akron Beacon Journal,www.ohio.com,-9,HIGH
Akron Beacon Journal,ohio.co.uk,-9,HIGH
Al Arabiya,www.english.alarabiya.net,-3,HIGH
Al Bawaba,www.albawaba.com,-3,HIGH
Al Bawaba,albawaba.co.uk,-3,HIGH
Al Jazeera,www.aljazeera.com,-8,HIGH
Al Jazeera,aljazeera.co.uk,-8,HIGH
Al Majalla,www.eng.majalla.com,-4,HIGH
Al Majalla,eng.majalla.co.uk,-4,HIGH
Al Monitor,www.al-monitor.com,-13,HIGH
Al Monitor,al-monitor.co.uk,-13,HIGH
Al-Hayat,www.alhayat.com,-13,HIGH
Al-Hayat,alhayat.co.uk,-13,HIGH
Al-Masdar News (AMN),www.almasdarnews.com,-13,MIXED
Al-Masdar News (AMN),almasdarnews.co.uk,-13,MIXED
Al-Sura,www.al-sura.com,-11,MIXED
Al-Sura,al-sura.co.uk,-11,MIXED
AL.com (Alabama News),www.al.com,13,HIGH
AL.com (Alabama News),al.co.uk,13,HIGH
Alabama Political Reporter,www.alreporter.com,1,HIGH
Alabama Political Reporter,alreporter.co.uk,1,HIGH
Alabama Today,www.altoday.com,-2,HIGH
Alabama Today,altoday.co.uk,-2,HIGH
Alan Guttmacher Institute,www.guttmacher.org,-12,HIGH
Alaska Dispatch News,www.adn.com,-10,HIGH
Alaska Dispatch News,adn.co.uk,-10,HIGH
Albany Democrat Herald,www.democratherald.com,-2,HIGH
Albany Democrat Herald,democratherald.co.uk,-2,HIGH
Albany Times-Union,www.timesunion.com,-8,HIGH
Albany Times-Union,timesunion.co.uk,-8,HIGH
Albuquerque Journal,www.abqjournal.com,-5,HIGH
Albuquerque Journal,abqjournal.co.uk,-5,HIGH
All That’s Fab,www.allthatsfab.com,-28,MIXED
All That’s Fab,allthatsfab.co.uk,-28,MIXED
Allen B. West,www.allenbwest.com,29,MIXED
Allen B. West,allenbwest.co.uk,29,MIXED
AllGov,www.allgov.com,-1,VERY HIGH
AllGov,allgov.co.uk,-1,VERY HIGH
Alliance for Justice (AFJ),www.afj.org,-22,HIGH
Alliance for Securing Democracy,www.securingdemocracy.gmfus.org,2,HIGH
Allied Progress,www.alliedprogress.org,-16,HIGH
Alpha News,www.alphanewsmn.com,24,MIXED
Alpha News,alphanewsmn.co.uk,24,MIXED
AlterNet,www.alternet.org,-28,MIXED
AltNewsMedia.net,www.altnewsmedia.net,24,HIGH
AM New York,www.amny.com,-13,HIGH
AM New York,amny.co.uk,-13,HIGH
Amandla,www.aidc.org.za,-23,HIGH
America Magazine,www.americamagazine.org,-8,HIGH
AmericaBlog,www.americablog.com,-23,HIGH
AmericaBlog,americablog.co.uk,-23,HIGH
American Action Forum,www.americanactionforum.org,14,HIGH
American Bridge 21st Century,www.americanbridgepac.org,-25,MIXED
American Center for Law and Justice (ACLJ),www.aclj.org,30,MIXED
American Civil Liberties Union (ACLU),www.aclu.org,-10,HIGH
American Consequences,www.americanconsequences.com,24,MIXED
American Consequences,americanconsequences.co.uk,24,MIXED
American Council on Science and Health,www.acsh.org,9,HIGH
American Enterprise Institute,www.aei.org,21,MIXED
American Firearms Institute,www.americanfirearms.org,13,HIGH
American Foreign Policy Council (AFPC),www.afpc.org,10,HIGH
American Greatness,www.amgreatness.com,22,MIXED
American Greatness,amgreatness.co.uk,22,MIXED
American Herald Tribune,www.ahtribune.com,-12,MIXED
American Herald Tribune,ahtribune.co.uk,-12,MIXED
American Heritage,www.americanheritage.com,1,HIGH
American Heritage,americanheritage.co.uk,1,HIGH
American Legislative Exchange Council (ALEC),www.alec.org,24,MIXED
American Liberty Report,www.americanlibertyreport.com,26,MIXED
American Liberty Report,americanlibertyreport.co.uk,26,MIXED
American Military News,www.americanmilitarynews.com,27,HIGH
American Military News,americanmilitarynews.co.uk,27,HIGH
American News 24/7,www.americandailynews.org,30,MIXED
American News Hub,www.americanewshub.com,28,MIXED
American News Hub,americanewshub.co.uk,28,MIXED
American News X,www.americannewsx.com,-26,MIXED
American News X,americannewsx.co.uk,-26,MIXED
American Public Media,www.americanpublicmedia.org,-8,HIGH
American Spectator,www.spectator.org,26,HIGH
American Thinker,www.americanthinker.com,27,MIXED
American Thinker,americanthinker.co.uk,27,MIXED
American United for Separation of Church and State,www.au.org,-18,HIGH
American Web Media (AWM),www.awm.com,19,MIXED
American Web Media (AWM),awm.co.uk,19,MIXED
Americans for Prosperity,www.americansforprosperity.org,29,MIXED
Americas Quarterly,www.americasquarterly.org,10,HIGH
Ammoland,www.ammoland.com,24,HIGH
Ammoland,ammoland.co.uk,24,HIGH
Amnesty International,www.amnesty.org,-5,HIGH
Anadolu Agency,www.aa.com.tr,24,MIXED
Angry White Men,www.angrywhitemen.org,-21,HIGH
Anniston Star,www.annistonstar.com,-16,HIGH
Anniston Star,annistonstar.co.uk,-16,HIGH
Anthropocene Magazine,www.anthropocenemagazine.org,-4,VERY HIGH
Anthropocene Magazine,www.anthropocenemagazine.org,-4,VERY HIGH
Anti-Defamation League,www.adl.org,-11,HIGH
Anti-Fascist News,www.antifascistnews.net,-18,MIXED
Anti-War,www.antiwar.com,16,MIXED
Anti-War,antiwar.co.uk,16,MIXED
AOL,www.aol.com,-14,HIGH
AOL,aol.co.uk,-14,HIGH
APM Reports,www.apmreports.org,-10,HIGH
APTN News,www.aptnnews.ca,-4,HIGH
Ara News,www.aranews.net,-12,HIGH
Arab News,www.arabnews.com,10,HIGH
Arab News,arabnews.co.uk,10,HIGH
Arizona Capitol Times,www.azcapitoltimes.com,-1,HIGH
Arizona Capitol Times,azcapitoltimes.co.uk,-1,HIGH
Arizona Daily Independent,www.arizonadailyindependent.com,24,MIXED
Arizona Daily Independent,arizonadailyindependent.co.uk,24,MIXED
Arizona Daily Star,www.tucson.com,-13,HIGH
Arizona Daily Star,tucson.co.uk,-13,HIGH
Arizona Daily Sun,www.azdailysun.com,-7,HIGH
Arizona Daily Sun,azdailysun.co.uk,-7,HIGH
Arizona Republic,www.azcentral.com,12,HIGH
Arizona Republic,azcentral.co.uk,12,HIGH
Arkansas Democrat-Gazette,www.arkansasonline.com,11,HIGH
Arkansas Democrat-Gazette,arkansasonline.co.uk,11,HIGH
Armstrong Economics,www.armstrongeconomics.com,11,HIGH
Armstrong Economics,armstrongeconomics.co.uk,11,HIGH
Arutz Sheva (Israel National News),www.israelnationalnews.com,15,HIGH
Arutz Sheva (Israel National News),israelnationalnews.co.uk,15,HIGH
Asharq Al-Awsat,www.english.aawsat.com,1,HIGH
Asharq Al-Awsat,english.aawsat.co.uk,1,HIGH
Asheville Citizen-Times,www.citizen-times.com,-7,HIGH
Asheville Citizen-Times,citizen-times.co.uk,-7,HIGH
Asia Times,www.atimes.com,-4,HIGH
Asia Times,atimes.co.uk,-4,HIGH
Asian News International (ANI),www.aninews.in,1,HIGH
Associated Press,www.apnews.com,-5,VERY HIGH
Associated Press,apnews.co.uk,-5,VERY HIGH
Assyrian International News Agency,www.aina.org,22,MIXED
Atavist Magazine,www.magazine.atavist.com,-8,VERY HIGH
Atavist Magazine,magazine.atavist.co.uk,-8,VERY HIGH
Atlanta Black Star,www.atlantablackstar.com,-15,HIGH
Atlanta Black Star,atlantablackstar.co.uk,-15,HIGH
Atlanta Journal-Constitution,www.ajc.com,-13,HIGH
Atlanta Journal-Constitution,ajc.co.uk,-13,HIGH
Atlantic Council,www.atlanticcouncil.org,3,HIGH
Atlantic Media,www.atlanticmedia.com,-7,HIGH
Atlantic Media,atlanticmedia.co.uk,-7,HIGH
ATTN:,www.attn.com,-11,HIGH
ATTN:,attn.co.uk,-11,HIGH
Austin American-Statesman,www.statesman.com,-8,HIGH
Austin American-Statesman,statesman.co.uk,-8,HIGH
AutoStraddle,www.autostraddle.com,-23,HIGH
AutoStraddle,autostraddle.co.uk,-23,HIGH
Axios,www.axios.com,-9,HIGH
Axios,axios.co.uk,-9,HIGH
BackChannel,www.backchannel.com,-8,VERY HIGH
BackChannel,backchannel.co.uk,-8,VERY HIGH
Backed by Fact,www.backedbyfact.com,-18,HIGH
Backed by Fact,backedbyfact.co.uk,-18,HIGH
Ballotpedia,www.ballotpedia.org,-1,VERY HIGH
Baltimore City Paper,www.citypaper.com,-21,MIXED
Baltimore City Paper,citypaper.co.uk,-21,MIXED
Baltimore Sun,www.baltimoresun.com,-13,HIGH
Baltimore Sun,baltimoresun.co.uk,-13,HIGH
Bangor Daily News,www.bangordailynews.com,-9,HIGH
Bangor Daily News,bangordailynews.co.uk,-9,HIGH
Baptist News Global,www.baptistnews.com,-7,HIGH
Baptist News Global,baptistnews.co.uk,-7,HIGH
Battle Creek Enquirer,www.battlecreekenquirer.com,-8,HIGH
Battle Creek Enquirer,battlecreekenquirer.co.uk,-8,HIGH
Battlefords News Optimist,www.newsoptimist.ca,-2,HIGH
Bay Area Reporter,www.ebar.com,-19,HIGH
Bay Area Reporter,ebar.co.uk,-19,HIGH
Bbarta24,www.en.bbarta24.net,-3,HIGH
BBC,www.bbc.com,-7,VERY HIGH
BBC,bbc.com,-7,VERY HIGH
BBC,bbc.co.uk,-7,VERY HIGH
BDNews24,www.bdnews24.com,-4,HIGH
BDNews24,bdnews24.co.uk,-4,HIGH
Bearing Arms,www.bearingarms.com,27,MIXED
Bearing Arms,bearingarms.co.uk,27,MIXED
Beijing Review,www.bjreview.com,-17,HIGH
Beijing Review,bjreview.co.uk,-17,HIGH
Being Liberal,www.themaven.net,-27,HIGH
Being Libertarian,www.beinglibertarian.com,23,HIGH
Being Libertarian,beinglibertarian.co.uk,23,HIGH
Beliefnet,www.beliefnet.com,21,MIXED
Beliefnet,beliefnet.co.uk,21,MIXED
Bellingcat,www.bellingcat.com,0,HIGH
Bellingcat,bellingcat.co.uk,0,HIGH
Berkeleyside,www.berkeleyside.com,-13,HIGH
Berkeleyside,berkeleyside.co.uk,-13,HIGH
Berkshire Eagle,www.berkshireeagle.com,-11,HIGH
Berkshire Eagle,berkshireeagle.co.uk,-11,HIGH
Better Government Association,www.bettergov.org,-5,HIGH
Big Government News,www.biggovernment.news,28,MIXED
Big League Politics,www.bigleaguepolitics.com,28,MIXED
Big League Politics,bigleaguepolitics.co.uk,28,MIXED
Big News Network,www.bignewsnetwork.com,-3,MIXED
Big News Network,bignewsnetwork.co.uk,-3,MIXED
Big Think,www.bigthink.com,-2,VERY HIGH
Big Think,bigthink.co.uk,-2,VERY HIGH
Billings Gazette,www.billingsgazette.com,7,HIGH
Billings Gazette,billingsgazette.co.uk,7,HIGH
BillMoyers.com,www.billmoyers.com,-9,VERY HIGH
BillMoyers.com,billmoyers.co.uk,-9,VERY HIGH
Bipartisan Policy Center,www.bipartisanpolicy.org,9,HIGH
Birmingham Mail,www.birminghammail.co.uk,-17,MIXED
Bismarck Tribune,www.bismarcktribune.com,1,HIGH
Bismarck Tribune,bismarcktribune.co.uk,1,HIGH
Bitch Media,www.bitchmedia.org,-22,HIGH
Bizpac Review,www.bizpacreview.com,29,MIXED
Bizpac Review,bizpacreview.co.uk,29,MIXED
Black Agenda Report,www.blackagendareport.com,-22,HIGH
Black Agenda Report,blackagendareport.co.uk,-22,HIGH
Black Lives Matter,www.blacklivesmatter.com,-21,HIGH
Black Lives Matter,blacklivesmatter.co.uk,-21,HIGH
BlastingNews,www.us.blastingnews.com,-15,MIXED
BlastingNews,us.blastingnews.co.uk,-15,MIXED
Bloomberg News,www.bloomberg.com,-8,HIGH
Bloomberg News,bloomberg.co.uk,-8,HIGH
Blue Dot Daily,www.bluedotdaily.com,-30,MIXED
Blue Dot Daily,bluedotdaily.co.uk,-30,MIXED
Blue Lives Matter,www.bluelivesmatter.blue,24,HIGH
Blue Nation Review,www.bluenationreview.com,-29,MIXED
Blue Nation Review,bluenationreview.co.uk,-29,MIXED
Blue State Daily,www.bluestatedaily.com,-28,MIXED
Blue State Daily,bluestatedaily.co.uk,-28,MIXED
Bluestem Prairie,www.bluestemprairie.com,-13,HIGH
Bluestem Prairie,bluestemprairie.co.uk,-13,HIGH
BNO News,www.bnonews.com,-3,HIGH
BNO News,bnonews.co.uk,-3,HIGH
Boing Boing,www.boingboing.net,-19,HIGH
Boston Globe,www.bostonglobe.com,-11,HIGH
Boston Globe,bostonglobe.co.uk,-11,HIGH
Boston Herald,www.bostonherald.com,9,HIGH
Boston Herald,bostonherald.co.uk,9,HIGH
Boy Genius Report (BGR),www.bgr.com,-10,HIGH
Boy Genius Report (BGR),bgr.co.uk,-10,HIGH
Breaking Defense,www.breakingdefense.com,13,HIGH
Breaking Defense,breakingdefense.co.uk,13,HIGH
Breakthrough Institute,www.thebreakthrough.org,8,HIGH
Breitbart Unmasked,www.breitbartunmasked.com,-28,MIXED
Breitbart Unmasked,breitbartunmasked.co.uk,-28,MIXED
Brennan Center for Justice,www.brennancenter.org,-15,HIGH
BrexitCentral,www.brexitcentral.com,26,MIXED
BrexitCentral,brexitcentral.co.uk,26,MIXED
Bridge Magazine,www.bridgemi.com,-2,HIGH
Bridge Magazine,bridgemi.co.uk,-2,HIGH
Brief.News,www.brief.news,-1,HIGH
Brookings Institute,www.brookings.edu,-14,VERY HIGH
Buffalo News,www.buffalonews.com,-12,HIGH
Buffalo News,buffalonews.co.uk,-12,HIGH
Bulletin of the Atomic Scientists,www.thebulletin.org,-5,VERY HIGH
Bullshido,www.bullshido.net,-3,HIGH
Burnett County Sentinel,www.burnettcountysentinel.com,-3,MIXED
Burnett County Sentinel,burnettcountysentinel.co.uk,-3,MIXED
Business 2 Community,www.business2community.com,-2,HIGH
Business 2 Community,business2community.co.uk,-2,HIGH
Business Insider,www.businessinsider.com,-11,HIGH
Business Insider,businessinsider.co.uk,-11,HIGH
Bust Magazine,www.bust.com,-23,HIGH
Bust Magazine,bust.co.uk,-23,HIGH
Bustle Magazine,www.bustle.com,-14,HIGH
Bustle Magazine,bustle.co.uk,-14,HIGH
Buzzfeed,www.buzzfeed.com,-17,MIXED
Buzzfeed,buzzfeed.co.uk,-17,MIXED
C-Span,www.c-span.org,-1,VERY HIGH
Calgary Herald,www.calgaryherald.com,-13,HIGH
Calgary Herald,calgaryherald.co.uk,-13,HIGH
Calgary Sun,www.calgarysun.com,13,HIGH
Calgary Sun,calgarysun.co.uk,13,HIGH
California Political Review,www.capoliticalreview.com,14,HIGH
California Political Review,capoliticalreview.co.uk,14,HIGH
CalWatchdog.com,www.calwatchdog.com,-8,HIGH
CalWatchdog.com,calwatchdog.co.uk,-8,HIGH
Cambridge Analytica,www.ca-political.com,26,MIXED
Cambridge Analytica,ca-political.co.uk,26,MIXED
Campaign for Liberty,www.campaignforliberty.org,17,MIXED
Campaign Life Coalition,www.campaignlifecoalition.com,30,MIXED
Campaign Life Coalition,campaignlifecoalition.co.uk,30,MIXED
Campus Reform,www.campusreform.org,23,MIXED
Canadaland,www.canadalandshow.com,-13,HIGH
Canadaland,canadalandshow.co.uk,-13,HIGH
Canadian Dimension,www.canadiandimension.com,-18,HIGH
Canadian Dimension,canadiandimension.co.uk,-18,HIGH
Canadian Jewish News (CJN),www.cjnews.com,10,HIGH
Canadian Jewish News (CJN),cjnews.co.uk,10,HIGH
Canadian Public Affairs Channel (CPAC),www.cpac.ca,-1,HIGH
Canadian Taxpayers Federation,www.taxpayer.com,15,HIGH
Canadian Taxpayers Federation,taxpayer.co.uk,15,HIGH
Cape Cod Times,www.capecodtimes.com,-4,HIGH
Cape Cod Times,capecodtimes.co.uk,-4,HIGH
Capital Gazette,www.capitalgazette.com,-12,HIGH
Capital Gazette,capitalgazette.co.uk,-12,HIGH
Capital Research Center,www.capitalresearch.org,24,MIXED
Capitol Fax,www.capitolfax.com,-3,HIGH
Capitol Fax,capitolfax.co.uk,-3,HIGH
Carbonated TV,www.carbonated.tv,-26,HIGH
Care2,www.care2.com,-27,MIXED
Care2,care2.co.uk,-27,MIXED
Caribbean Life News,www.caribbeanlifenews.com,-13,HIGH
Caribbean Life News,caribbeanlifenews.co.uk,-13,HIGH
Carnegie Endowment for International Peace,www.carnegieendowment.org,-5,VERY HIGH
Carolina Public Press,www.carolinapublicpress.org,-12,HIGH
Casper Star-Tribune,www.trib.com,1,HIGH
Casper Star-Tribune,trib.co.uk,1,HIGH
Castanet,www.castanet.net,-4,HIGH
Cato Institute,www.cato.org,17,HIGH
CBC News (Canadian Broadcasting),www.cbc.ca,-12,HIGH
CBS News,www.cbsnews.com,-12,HIGH
CBS News,cbsnews.co.uk,-12,HIGH
CCTV America,www.cctv-america.com,-10,HIGH
CCTV America,cctv-america.co.uk,-10,HIGH
Center for a New American Security,www.cnas.org,-4,HIGH
Center for a Stateless Society,www.c4ss.org,15,HIGH
Center for Advanced Defense Studies,www.c4ads.org,1,VERY HIGH
Center for American Progress,www.americanprogress.org,-23,HIGH
Center for Democracy and Technology,www.cdt.org,-2,HIGH
Center for Global Development,www.cgdev.org,-4,VERY HIGH
Center for Inquiry,www.centerforinquiry.net,-1,VERY HIGH
Center for International Policy,www.ciponline.org,-11,VERY HIGH
Center for Media and Democracy (PR Watch),www.prwatch.org,-21,HIGH
Center for Popular Democracy,www.populardemocracy.org,-16,HIGH
Center for Public Integrity,www.publicintegrity.org,-3,VERY HIGH
Center for Responsive Politics (Open Secrets),www.opensecrets.org,-1,VERY HIGH
Center for Strategic and International Studies,www.csis.org,-4,VERY HIGH
Center for the National Interest,www.cftni.org,10,HIGH
Certified Politics,www.certifiedpolitics.com,-28,MIXED
Certified Politics,certifiedpolitics.co.uk,-28,MIXED
Change.org,www.change.org,-21,HIGH
Charleston Gazette-Mail,www.wvgazettemail.com,-10,HIGH
Charleston Gazette-Mail,wvgazettemail.co.uk,-10,HIGH
Charlotte Observer,www.charlotteobserver.com,-13,HIGH
Charlotte Observer,charlotteobserver.co.uk,-13,HIGH
Check Your Fact,www.checkyourfact.com,9,HIGH
Check Your Fact,checkyourfact.co.uk,9,HIGH
Chicago Reader,www.chicagoreader.com,-22,HIGH
Chicago Reader,chicagoreader.co.uk,-22,HIGH
Chicago Sun Times,www.chicago.suntimes.com,-12,HIGH
Chicago Sun Times,chicago.suntimes.co.uk,-12,HIGH
Chicago Tribune,www.chicagotribune.com,9,HIGH
Chicago Tribune,chicagotribune.co.uk,9,HIGH
Chicks on the Right,www.chicksontheright.com,24,MIXED
Chicks on the Right,chicksontheright.co.uk,24,MIXED
China Daily,www.chinadaily.com.cn,-4,HIGH
China Global Television Network (CGTN),www.news.cgtn.com,-2,HIGH
China Global Television Network (CGTN),news.cgtn.co.uk,-2,HIGH
Chinook Observer,www.chinookobserver.com,-4,HIGH
Chinook Observer,chinookobserver.co.uk,-4,HIGH
Christian News Alerts,www.christiannewsalerts.com,30,MIXED
Christian News Alerts,christiannewsalerts.co.uk,30,MIXED
Christian Post,www.christianpost.com,24,MIXED
Christian Post,christianpost.co.uk,24,MIXED
Christian Science Monitor,www.csmonitor.com,-4,HIGH
Christian Science Monitor,csmonitor.co.uk,-4,HIGH
Christianity Today,www.christianitytoday.com,7,HIGH
Christianity Today,christianitytoday.co.uk,7,HIGH
Chronicles Magazine (Rockford),www.chroniclesmagazine.org,28,MIXED
Chronicles of Democracy,www.chroniclesofdemocracy.com,-22,HIGH
Chronicles of Democracy,chroniclesofdemocracy.co.uk,-22,HIGH
Church Militant,www.churchmilitant.com,30,MIXED
Church Militant,churchmilitant.co.uk,30,MIXED
Cincinnati Enquirer,www.cincinnati.com,10,HIGH
Cincinnati Enquirer,cincinnati.co.uk,10,HIGH
Circa News,www.circa.com,7,HIGH
Circa News,circa.co.uk,7,HIGH
Citizen Critics,www.citizencritics.org,-18,HIGH
Citizen Free Press,www.citizenfreepress.com,27,MIXED
Citizen Free Press,citizenfreepress.co.uk,27,MIXED
Citizen Truth,www.citizentruth.org,-13,HIGH
Citizens for Legitimate Government (CLG News),www.legitgov.org,-16,MIXED
Citizens for Responsibility and Ethics in Washington (CREW),www.citizensforethics.org,-15,HIGH
Citizens for Tax Justice,www.ctj.org,-13,HIGH
Citizens United,www.citizensunited.org,23,MIXED
City and State New York,www.cityandstateny.com,-3,HIGH
City and State New York,cityandstateny.co.uk,-3,HIGH
City Journal,www.city-journal.org,24,HIGH
Civitas Institute,www.nccivitas.org,29,MIXED
Clean Technica,www.cleantechnica.com,-9,VERY HIGH
Clean Technica,cleantechnica.co.uk,-9,VERY HIGH
Clear Politics,www.clear-politics.com,30,MIXED
Clear Politics,clear-politics.co.uk,30,MIXED
CNBC,www.cnbc.com,-13,HIGH
CNBC,cnbc.co.uk,-13,HIGH
CNN,www.cnn.com,-20,MIXED
CNN,cnn.co.uk,-20,MIXED
Code Pink,www.codepink.org,-29,MIXED
Cold Dead Hands,www.colddeadhands.us,27,MIXED
Colombia Reports,www.colombiareports.com,-12,MIXED
Colombia Reports,colombiareports.co.uk,-12,MIXED
Colorado Springs Gazette,www.gazette.com,12,HIGH
Colorado Springs Gazette,gazette.co.uk,12,HIGH
Columbia Daily Herald,www.columbiadailyherald.com,9,HIGH
Columbia Daily Herald,columbiadailyherald.co.uk,9,HIGH
Columbia Journalism Review,www.cjr.org,-11,HIGH
Columbus Dispatch,www.dispatch.com,10,HIGH
Columbus Dispatch,dispatch.co.uk,10,HIGH
Commentary Magazine,www.commentarymagazine.com,24,HIGH
Commentary Magazine,commentarymagazine.co.uk,24,HIGH
Committee for a Responsible Federal Budget,www.crfb.org,1,VERY HIGH
Committee for Economic Development,www.ced.org,3,HIGH
Committee to Investigate Russia,www.investigaterussia.org,-9,HIGH
Committee to Protect Journalists,www.cpj.org,-2,VERY HIGH
Common Cause,www.commoncause.org,-12,HIGH
Common Dreams,www.commondreams.org,-24,HIGH
Commonweal Magazine,www.commonwealmagazine.org,-10,HIGH
Commonwealth Fund,www.commonwealthfund.org,-11,HIGH
Communities Digital News,www.commdiginews.com,12,HIGH
Communities Digital News,commdiginews.co.uk,12,HIGH
Competitive Enterprise Institute,www.cei.org,17,HIGH
Concord Monitor,www.concordmonitor.com,-4,HIGH
Concord Monitor,concordmonitor.co.uk,-4,HIGH
Conflict News,www.conflict-news.com,3,HIGH
Conflict News,conflict-news.co.uk,3,HIGH
Congress.gov,www.congress.gov,-1,VERY HIGH
Congressional Budget Office (CBO),www.cbo.gov,-1,VERY HIGH
Conservative Base,www.conservativebase.com,30,MIXED
Conservative Base,conservativebase.co.uk,30,MIXED
Conservative Daily News,www.conservativedailynews.com,29,MIXED
Conservative Daily News,conservativedailynews.co.uk,29,MIXED
